timestep,cars_north_lane,cars_south_lane,cars_east_lane,cars_west_lane,light_state_north,light_state_south,light_state_east,light_state_west,north_avg_wait_time,south_avg_wait_time,east_avg_wait_time,west_avg_wait_time
19.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,14.333333333333334,14.333333333333334
20.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,15.333333333333334,15.333333333333334
21.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,12.25,12.25
22.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,13.25,13.25
23.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,11.4,11.4
24.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0
25.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0
26.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.5,0.5,3.0,3.0
27.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.5,1.5,3.0,3.0
28.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.5,2.5,3.0,3.0
29.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,3.5,0.0,0.0
30.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.5,4.5,0.0,0.0
31.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,5.5,0.0,0.0
32.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.333333333333333,4.333333333333333,0.0,0.0
33.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,5.333333333333333,5.333333333333333,0.0,0.0
34.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,6.333333333333333,6.333333333333333,0.0,0.0
35.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,7.333333333333333,7.333333333333333,0.0,0.0
36.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,6.25,6.25,0.0,0.0
37.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.25,7.25,0.0,0.0
38.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.6,6.6,0.0,0.0
39.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
40.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.666666666666667,4.666666666666667,0.0,0.0
41.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0
42.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.5,2.5,0.5,0.5
43.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.5,1.5
44.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5
45.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5
46.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,4.5
47.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,5.5
48.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5
49.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
50.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,4.5
51.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,5.5
52.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5
53.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.5,7.5
54.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,8.5,8.5
55.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,9.5,9.5
56.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.5,10.5
57.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,11.5,11.5
58.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5
59.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,13.5,13.5
60.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,14.5,14.5
61.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,15.5,15.5
62.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,16.5,16.5
63.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,17.5,17.5
64.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,18.5,18.5
65.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,19.5,19.5
66.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,20.5,20.5
67.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,21.5,21.5
68.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,22.5,22.5
69.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,18.8,18.8
70.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,19.8,19.8
71.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,20.8,20.8
72.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,19.5,19.5
73.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,17.0
74.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,14.5,14.5
75.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,6.0
76.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
77.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0
78.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
79.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0
80.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0
81.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0
82.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0
83.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,5.333333333333333,5.333333333333333,0.0,0.0
84.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,6.333333333333333,6.333333333333333,0.0,0.0
85.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,5.5,0.0,0.0
86.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,6.5,0.0,0.0
87.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.5,7.5,0.0,0.0
88.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,8.5,8.5,0.0,0.0
89.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,7.333333333333333,7.333333333333333,0.0,0.0
90.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
91.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
92.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0
93.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
94.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0
95.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
96.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
97.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
98.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
99.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
100.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0
101.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
102.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
103.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
104.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
105.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
106.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
107.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
108.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
109.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
110.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0
111.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
112.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0
113.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0
114.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0
115.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0
116.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,10.833333333333334,10.833333333333334
117.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,11.833333333333334,11.833333333333334
118.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,12.833333333333334,12.833333333333334
119.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,13.833333333333334,13.833333333333334
120.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0
121.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0
122.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,8.25,8.25
123.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,7.0,7.0
124.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,5.5,5.5
125.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0
126.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.5,2.5,0.0,0.0
127.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,3.5,0.0,0.0
128.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.5,4.5,0.0,0.0
129.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.6666666666666665,3.6666666666666665,0.0,0.0
130.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.666666666666667,4.666666666666667,0.0,0.0
131.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.25,4.25,0.0,0.0
132.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,5.25,5.25,0.0,0.0
133.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0
134.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0
135.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0
136.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,6.666666666666667,6.666666666666667,0.0,0.0
137.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,7.666666666666667,7.666666666666667,0.0,0.0
138.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.666666666666666,8.666666666666666,0.0,0.0
139.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0
140.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.75,7.75,0.0,0.0
141.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,7.666666666666667,7.666666666666667,0.0,0.0
142.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0
143.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0
144.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
145.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0
146.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
147.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5
148.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335
149.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
150.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.333333333333333,4.333333333333333
151.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
152.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
153.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
154.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
155.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
156.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0
157.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0
158.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0
159.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0
160.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0
161.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,11.2,11.2
162.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.2,12.2
163.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,13.2,13.2
164.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,14.2,14.2
165.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,12.666666666666666,12.666666666666666
166.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,13.666666666666666,13.666666666666666
167.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,12.571428571428571,12.571428571428571
168.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,13.571428571428571,13.571428571428571
169.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,12.75,12.75
170.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.714285714285714,11.714285714285714
171.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,10.833333333333334,10.833333333333334
172.0,2.0,2.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,7.833333333333333,7.833333333333333
173.0,3.0,3.0,6.0,6.0,0.0,0.0,1.0,1.0,1.3333333333333333,1.3333333333333333,5.166666666666667,5.166666666666667
174.0,3.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,2.3333333333333335,2.3333333333333335,4.8,4.8
175.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,3.3333333333333335,3.3333333333333335,4.75,4.75
176.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,4.333333333333333,4.333333333333333,4.666666666666667,4.666666666666667
177.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,5.333333333333333,5.333333333333333,4.5,4.5
178.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,6.333333333333333,6.333333333333333,5.0,5.0
179.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,7.333333333333333,7.333333333333333,0.0,0.0
180.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,8.333333333333334,8.333333333333334,0.0,0.0
181.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,9.333333333333334,9.333333333333334,0.0,0.0
182.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.75,7.75,0.0,0.0
183.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,8.75,8.75,0.0,0.0
184.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,7.8,7.8,0.0,0.0
185.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,8.8,8.8,0.0,0.0
186.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,9.8,9.8,0.0,0.0
187.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0
188.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0
189.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0
190.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,8.666666666666666,8.666666666666666,0.0,0.0
191.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,7.8,7.8,1.0,1.0
192.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,6.25,6.25,2.0,2.0
193.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,3.0,3.0
194.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.5,5.5,4.0,4.0
195.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.5,2.5,5.0,5.0
196.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.5,0.5,3.0,3.0
197.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0
198.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
199.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
200.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
201.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
202.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
203.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
204.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0
205.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0
206.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0
207.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0
208.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0
209.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.5,10.5
210.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,11.5,11.5
211.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5
212.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,13.5,13.5
213.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,11.6,11.6
214.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.6,12.6
215.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,13.6,13.6
216.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,14.6,14.6
217.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,15.6,15.6
218.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,16.6,16.6
219.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,14.666666666666666,14.666666666666666
220.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,13.428571428571429,13.428571428571429
221.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,11.666666666666666,11.666666666666666
222.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.333333333333334,8.333333333333334
223.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.4,6.4
224.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.4,4.4
225.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,3.75,3.75
226.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0
227.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0
228.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0
229.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,2.0
230.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,6.0,2.0,2.0
231.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.5,3.5,0.0,0.0
232.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
233.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
234.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0
235.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0
236.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0
237.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,5.6,5.6,0.0,0.0
238.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,5.5,0.0,0.0
239.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,6.5,0.0,0.0
240.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,7.5,7.5,0.0,0.0
241.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.5,8.5,0.0,0.0
242.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8,7.8,0.0,0.0
243.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0
244.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
245.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,5.333333333333333,5.333333333333333,1.0,1.0
246.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0
247.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0
248.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
249.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
250.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
251.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
252.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0
253.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,4.5
254.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,5.5
255.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.333333333333333,4.333333333333333
